Date,Pipeline Name,KeyPointID,Direction of Flow,Product,Throughput (1000 m3/d),Available Capacity (1000 m3/d)
2019-12-01,EnbridgeMainline,KP0016,east,domestic heavy,274.7,454.0
2019-12-01,EnbridgeMainline,KP0016,east,domestic light / ngl,160.7,454.0
2019-12-01,EnbridgeMainline,KP0016,east,foreign light,16.7,454.0
2020-01-01,EnbridgeMainline,KP0016,east,domestic heavy,275.58,473.0
2020-01-01,EnbridgeMainline,KP0016,east,domestic light / ngl,158.54,473.0
2020-01-01,EnbridgeMainline,KP0016,east,foreign light,8.89,473.0
2020-02-01,EnbridgeMainline,KP0016,east,domestic heavy,288.17,462.0
2020-02-01,EnbridgeMainline,KP0016,east,domestic light / ngl,162.16,462.0
2020-02-01,EnbridgeMainline,KP0016,east,foreign light,13.88,462.0
2020-03-01,EnbridgeMainline,KP0016,east,domestic heavy,283.02,475.0
2020-03-01,EnbridgeMainline,KP0016,east,domestic light / ngl,158.44,475.0
2020-03-01,EnbridgeMainline,KP0016,east,foreign light,7.69,475.0
2020-04-01,EnbridgeMainline,KP0016,east,domestic heavy,247.64,460.47
2020-04-01,EnbridgeMainline,KP0016,east,domestic light / ngl,128.73,460.47
2020-04-01,EnbridgeMainline,KP0016,east,foreign light,8.64,460.47
2020-05-01,EnbridgeMainline,KP0016,east,domestic heavy,227.61,473.33
2020-05-01,EnbridgeMainline,KP0016,east,domestic light / ngl,152.25,473.33
2020-05-01,EnbridgeMainline,KP0016,east,foreign light,10.36,473.33
2020-06-01,EnbridgeMainline,KP0016,east,domestic heavy,255.18,469.79
2020-06-01,EnbridgeMainline,KP0016,east,domestic light / ngl,129.51,469.79
2020-06-01,EnbridgeMainline,KP0016,east,foreign light,2.71,469.79
2020-07-01,EnbridgeMainline,KP0016,east,domestic heavy,267.63,468.07
2020-07-01,EnbridgeMainline,KP0016,east,domestic light / ngl,146.54,468.07
2020-07-01,EnbridgeMainline,KP0016,east,foreign light,3.79,468.07
2020-08-01,EnbridgeMainline,KP0016,east,domestic heavy,256.44,452.89
2020-08-01,EnbridgeMainline,KP0016,east,domestic light / ngl,146.2,452.89
2020-08-01,EnbridgeMainline,KP0016,east,foreign light,12.58,452.89
2020-09-01,EnbridgeMainline,KP0016,east,domestic heavy,246.18,446.85
2020-09-01,EnbridgeMainline,KP0016,east,domestic light / ngl,123.52,446.85
2020-09-01,EnbridgeMainline,KP0016,east,foreign light,15.25,446.85
2020-10-01,EnbridgeMainline,KP0016,east,domestic heavy,285.55,458.05
2020-10-01,EnbridgeMainline,KP0016,east,domestic light / ngl,110.36,458.05
2020-10-01,EnbridgeMainline,KP0016,east,foreign light,9.43,458.05
2020-11-01,EnbridgeMainline,KP0016,east,domestic heavy,293.93,457.32
2020-11-01,EnbridgeMainline,KP0016,east,domestic light / ngl,123.8,457.32
2020-11-01,EnbridgeMainline,KP0016,east,foreign light,9.55,457.32
2020-12-01,EnbridgeMainline,KP0016,east,domestic heavy,285.9,458.35
2020-12-01,EnbridgeMainline,KP0016,east,domestic light / ngl,140.35,458.35
2020-12-01,EnbridgeMainline,KP0016,east,foreign light,5.17,458.35
2021-01-01,EnbridgeMainline,KP0016,east,domestic heavy,304.5,468.57
2021-01-01,EnbridgeMainline,KP0016,east,domestic light / ngl,145.41,468.57
2021-01-01,EnbridgeMainline,KP0016,east,foreign light,1.87,468.57
2021-02-01,EnbridgeMainline,KP0016,east,domestic heavy,290.83,459.49
2021-02-01,EnbridgeMainline,KP0016,east,domestic light / ngl,148.58,459.49
2021-02-01,EnbridgeMainline,KP0016,east,foreign light,2.15,459.49
2021-03-01,EnbridgeMainline,KP0016,east,domestic heavy,290.05,452.11
2021-03-01,EnbridgeMainline,KP0016,east,domestic light / ngl,124.5,452.11
2021-03-01,EnbridgeMainline,KP0016,east,foreign light,1.57,452.11
2021-04-01,EnbridgeMainline,KP0016,east,domestic heavy,284.65,453.07
2021-04-01,EnbridgeMainline,KP0016,east,domestic light / ngl,102.83,453.07
2021-04-01,EnbridgeMainline,KP0016,east,foreign light,2.37,453.07
2021-05-01,EnbridgeMainline,KP0016,east,domestic heavy,305.86,454.47
2021-05-01,EnbridgeMainline,KP0016,east,domestic light / ngl,117.33,454.47
2021-05-01,EnbridgeMainline,KP0016,east,foreign light,3.56,454.47
2021-06-01,EnbridgeMainline,KP0016,east,domestic heavy,299.2,459.69
2021-06-01,EnbridgeMainline,KP0016,east,domestic light / ngl,131.96,459.69
2021-06-01,EnbridgeMainline,KP0016,east,foreign light,2.63,459.69
2021-07-01,EnbridgeMainline,KP0016,east,domestic heavy,300.04,461.0
2021-07-01,EnbridgeMainline,KP0016,east,domestic light / ngl,138.51,461.0
2021-07-01,EnbridgeMainline,KP0016,east,foreign light,2.54,461.0
2021-08-01,EnbridgeMainline,KP0016,east,domestic heavy,279.6,437.0
2021-08-01,EnbridgeMainline,KP0016,east,domestic light / ngl,135.74,437.0
2021-08-01,EnbridgeMainline,KP0016,east,foreign light,2.52,437.0
2021-09-01,EnbridgeMainline,KP0016,east,domestic heavy,282.03,447.0
2021-09-01,EnbridgeMainline,KP0016,east,domestic light / ngl,132.62,447.0
2021-09-01,EnbridgeMainline,KP0016,east,foreign light,0.33,447.0
2007-01-01,EnbridgeMainline,KP0021,east,domestic heavy,13.44,118.5
2007-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.75,118.5
2007-01-01,EnbridgeMainline,KP0021,east,foreign light,3.8,118.5
2007-02-01,EnbridgeMainline,KP0021,east,domestic heavy,13.03,124.1
2007-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.02,124.1
2007-02-01,EnbridgeMainline,KP0021,east,foreign light,2.29,124.1
2007-03-01,EnbridgeMainline,KP0021,east,domestic heavy,7.76,123.9
2007-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.79,123.9
2007-03-01,EnbridgeMainline,KP0021,east,foreign light,3.19,123.9
2007-04-01,EnbridgeMainline,KP0021,east,domestic heavy,11.78,124.7
2007-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.24,124.7
2007-04-01,EnbridgeMainline,KP0021,east,foreign light,2.09,124.7
2007-05-01,EnbridgeMainline,KP0021,east,domestic heavy,15.5,117.8
2007-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.24,117.8
2007-05-01,EnbridgeMainline,KP0021,east,foreign light,2.61,117.8
2007-06-01,EnbridgeMainline,KP0021,east,domestic heavy,15.24,124.0
2007-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.16,124.0
2007-06-01,EnbridgeMainline,KP0021,east,foreign light,3.29,124.0
2007-07-01,EnbridgeMainline,KP0021,east,domestic heavy,17.11,123.2
2007-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.77,123.2
2007-07-01,EnbridgeMainline,KP0021,east,foreign light,3.4,123.2
2007-08-01,EnbridgeMainline,KP0021,east,domestic heavy,12.82,123.2
2007-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.4,123.2
2007-08-01,EnbridgeMainline,KP0021,east,foreign light,4.33,123.2
2007-09-01,EnbridgeMainline,KP0021,east,domestic heavy,11.5,117.8
2007-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.58,117.8
2007-09-01,EnbridgeMainline,KP0021,east,foreign light,3.17,117.8
2007-10-01,EnbridgeMainline,KP0021,east,domestic heavy,14.52,120.9
2007-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,42.29,120.9
2007-10-01,EnbridgeMainline,KP0021,east,foreign light,3.47,120.9
2007-11-01,EnbridgeMainline,KP0021,east,domestic heavy,13.8,124.4
2007-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,54.49,124.4
2007-11-01,EnbridgeMainline,KP0021,east,foreign light,2.42,124.4
2007-12-01,EnbridgeMainline,KP0021,east,domestic heavy,13.42,122.6
2007-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,51.95,122.6
2007-12-01,EnbridgeMainline,KP0021,east,foreign light,3.29,122.6
2008-01-01,EnbridgeMainline,KP0021,east,domestic heavy,14.69,125.8
2008-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,51.71,125.8
2008-01-01,EnbridgeMainline,KP0021,east,foreign light,3.93,125.8
2008-02-01,EnbridgeMainline,KP0021,east,domestic heavy,13.49,120.6
2008-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,52.38,120.6
2008-02-01,EnbridgeMainline,KP0021,east,foreign light,4.1,120.6
2008-03-01,EnbridgeMainline,KP0021,east,domestic heavy,15.14,117.6
2008-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,49.43,117.6
2008-03-01,EnbridgeMainline,KP0021,east,foreign light,4.52,117.6
2008-04-01,EnbridgeMainline,KP0021,east,domestic heavy,12.05,115.5
2008-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.7,115.5
2008-04-01,EnbridgeMainline,KP0021,east,foreign light,2.13,115.5
2008-05-01,EnbridgeMainline,KP0021,east,domestic heavy,15.25,118.9
2008-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.1,118.9
2008-05-01,EnbridgeMainline,KP0021,east,foreign light,3.75,118.9
2008-06-01,EnbridgeMainline,KP0021,east,domestic heavy,13.64,120.5
2008-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.6,120.5
2008-06-01,EnbridgeMainline,KP0021,east,foreign light,6.01,120.5
2008-07-01,EnbridgeMainline,KP0021,east,domestic heavy,15.0,120.7
2008-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.91,120.7
2008-07-01,EnbridgeMainline,KP0021,east,foreign light,4.44,120.7
2008-08-01,EnbridgeMainline,KP0021,east,domestic heavy,15.35,120.2
2008-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.75,120.2
2008-08-01,EnbridgeMainline,KP0021,east,foreign light,3.1,120.2
2008-09-01,EnbridgeMainline,KP0021,east,domestic heavy,18.26,117.5
2008-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.29,117.5
2008-09-01,EnbridgeMainline,KP0021,east,foreign light,2.15,117.5
2008-10-01,EnbridgeMainline,KP0021,east,domestic heavy,19.06,117.2
2008-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,49.1,117.2
2008-10-01,EnbridgeMainline,KP0021,east,foreign light,4.28,117.2
2008-11-01,EnbridgeMainline,KP0021,east,domestic heavy,16.56,122.4
2008-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,45.92,122.4
2008-11-01,EnbridgeMainline,KP0021,east,foreign light,4.79,122.4
2008-12-01,EnbridgeMainline,KP0021,east,domestic heavy,18.35,121.0
2008-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.71,121.0
2008-12-01,EnbridgeMainline,KP0021,east,foreign light,3.95,121.0
2009-01-01,EnbridgeMainline,KP0021,east,domestic heavy,18.17,121.0
2009-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.95,121.0
2009-01-01,EnbridgeMainline,KP0021,east,foreign light,3.99,121.0
2009-02-01,EnbridgeMainline,KP0021,east,domestic heavy,16.99,120.1
2009-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.2,120.1
2009-02-01,EnbridgeMainline,KP0021,east,foreign light,2.68,120.1
2009-03-01,EnbridgeMainline,KP0021,east,domestic heavy,16.4,116.6
2009-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.75,116.6
2009-03-01,EnbridgeMainline,KP0021,east,foreign light,4.23,116.6
2009-04-01,EnbridgeMainline,KP0021,east,domestic heavy,12.44,113.7
2009-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.54,113.7
2009-04-01,EnbridgeMainline,KP0021,east,foreign light,2.01,113.7
2009-05-01,EnbridgeMainline,KP0021,east,domestic heavy,17.29,120.1
2009-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.04,120.1
2009-05-01,EnbridgeMainline,KP0021,east,foreign light,2.39,120.1
2009-06-01,EnbridgeMainline,KP0021,east,domestic heavy,16.62,121.0
2009-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,53.03,121.0
2009-06-01,EnbridgeMainline,KP0021,east,foreign light,1.07,121.0
2009-07-01,EnbridgeMainline,KP0021,east,domestic heavy,17.95,119.5
2009-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.95,119.5
2009-07-01,EnbridgeMainline,KP0021,east,foreign light,1.21,119.5
2009-08-01,EnbridgeMainline,KP0021,east,domestic heavy,16.58,122.3
2009-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.66,122.3
2009-08-01,EnbridgeMainline,KP0021,east,foreign light,3.98,122.3
2009-09-01,EnbridgeMainline,KP0021,east,domestic heavy,16.76,119.4
2009-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.96,119.4
2009-09-01,EnbridgeMainline,KP0021,east,foreign light,2.45,119.4
2009-10-01,EnbridgeMainline,KP0021,east,domestic heavy,12.87,121.8
2009-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.64,121.8
2009-10-01,EnbridgeMainline,KP0021,east,foreign light,1.9,121.8
2009-11-01,EnbridgeMainline,KP0021,east,domestic heavy,13.34,121.6
2009-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.15,121.6
2009-11-01,EnbridgeMainline,KP0021,east,foreign light,2.11,121.6
2009-12-01,EnbridgeMainline,KP0021,east,domestic heavy,17.4,121.9
2009-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.98,121.9
2009-12-01,EnbridgeMainline,KP0021,east,foreign light,2.61,121.9
2010-01-01,EnbridgeMainline,KP0021,east,domestic heavy,16.83,123.2
2010-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.87,123.2
2010-01-01,EnbridgeMainline,KP0021,east,foreign light,3.22,123.2
2010-02-01,EnbridgeMainline,KP0021,east,domestic heavy,15.14,122.7
2010-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.79,122.7
2010-02-01,EnbridgeMainline,KP0021,east,foreign light,2.91,122.7
2010-03-01,EnbridgeMainline,KP0021,east,domestic heavy,11.52,123.6
2010-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.75,123.6
2010-03-01,EnbridgeMainline,KP0021,east,foreign light,3.79,123.6
2010-04-01,EnbridgeMainline,KP0021,east,domestic heavy,15.7,123.6
2010-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,42.41,123.6
2010-04-01,EnbridgeMainline,KP0021,east,foreign light,4.53,123.6
2010-05-01,EnbridgeMainline,KP0021,east,domestic heavy,20.93,124.6
2010-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,40.61,124.6
2010-05-01,EnbridgeMainline,KP0021,east,foreign light,2.76,124.6
2010-06-01,EnbridgeMainline,KP0021,east,domestic heavy,17.74,121.3
2010-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.11,121.3
2010-06-01,EnbridgeMainline,KP0021,east,foreign light,4.04,121.3
2010-07-01,EnbridgeMainline,KP0021,east,domestic heavy,16.45,117.0
2010-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.2,117.0
2010-07-01,EnbridgeMainline,KP0021,east,foreign light,2.63,117.0
2010-08-01,EnbridgeMainline,KP0021,east,domestic heavy,2.4,80.0
2010-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.62,80.0
2010-08-01,EnbridgeMainline,KP0021,east,foreign light,2.76,80.0
2010-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.76,78.0
2010-09-01,EnbridgeMainline,KP0021,east,foreign light,3.05,78.0
2010-10-01,EnbridgeMainline,KP0021,east,domestic heavy,10.62,108.5
2010-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,48.44,108.5
2010-10-01,EnbridgeMainline,KP0021,east,foreign light,4.69,108.5
2010-11-01,EnbridgeMainline,KP0021,east,domestic heavy,10.57,115.0
2010-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,55.87,115.0
2010-11-01,EnbridgeMainline,KP0021,east,foreign light,3.19,115.0
2010-12-01,EnbridgeMainline,KP0021,east,domestic heavy,15.32,106.2
2010-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,52.97,106.2
2010-12-01,EnbridgeMainline,KP0021,east,foreign light,2.41,106.2
2011-01-01,EnbridgeMainline,KP0021,east,domestic heavy,17.62,103.95
2011-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.36,103.95
2011-01-01,EnbridgeMainline,KP0021,east,foreign light,4.4,103.95
2011-02-01,EnbridgeMainline,KP0021,east,domestic heavy,17.96,101.03
2011-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.44,101.03
2011-02-01,EnbridgeMainline,KP0021,east,foreign light,4.66,101.03
2011-03-01,EnbridgeMainline,KP0021,east,domestic heavy,17.74,101.5
2011-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,45.75,101.5
2011-03-01,EnbridgeMainline,KP0021,east,foreign light,5.31,101.5
2011-04-01,EnbridgeMainline,KP0021,east,domestic heavy,11.68,109.8
2011-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,42.97,109.8
2011-04-01,EnbridgeMainline,KP0021,east,foreign light,5.21,109.8
2011-05-01,EnbridgeMainline,KP0021,east,domestic heavy,17.5,105.3
2011-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.58,105.3
2011-05-01,EnbridgeMainline,KP0021,east,foreign light,4.34,105.3
2011-06-01,EnbridgeMainline,KP0021,east,domestic heavy,17.08,108.7
2011-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.22,108.7
2011-06-01,EnbridgeMainline,KP0021,east,foreign light,3.92,108.7
2011-07-01,EnbridgeMainline,KP0021,east,domestic heavy,19.26,110.2
2011-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.76,110.2
2011-07-01,EnbridgeMainline,KP0021,east,foreign light,4.06,110.2
2011-08-01,EnbridgeMainline,KP0021,east,domestic heavy,20.89,108.9
2011-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.33,108.9
2011-08-01,EnbridgeMainline,KP0021,east,foreign light,3.45,108.9
2011-09-01,EnbridgeMainline,KP0021,east,domestic heavy,22.4,108.2
2011-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,43.52,108.2
2011-09-01,EnbridgeMainline,KP0021,east,foreign light,2.61,108.2
2011-10-01,EnbridgeMainline,KP0021,east,domestic heavy,19.4,114.5
2011-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,44.79,114.5
2011-10-01,EnbridgeMainline,KP0021,east,foreign light,4.3,114.5
2011-11-01,EnbridgeMainline,KP0021,east,domestic heavy,17.67,111.0
2011-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.14,111.0
2011-11-01,EnbridgeMainline,KP0021,east,foreign light,4.11,111.0
2011-12-01,EnbridgeMainline,KP0021,east,domestic heavy,18.96,111.5
2011-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,49.88,111.5
2011-12-01,EnbridgeMainline,KP0021,east,foreign light,5.32,111.5
2012-01-01,EnbridgeMainline,KP0021,east,domestic heavy,18.59,113.6
2012-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,51.5,113.6
2012-01-01,EnbridgeMainline,KP0021,east,foreign light,5.05,113.6
2012-02-01,EnbridgeMainline,KP0021,east,domestic heavy,20.11,109.7
2012-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.89,109.7
2012-02-01,EnbridgeMainline,KP0021,east,foreign light,5.17,109.7
2012-03-01,EnbridgeMainline,KP0021,east,domestic heavy,15.36,105.7
2012-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.18,105.7
2012-03-01,EnbridgeMainline,KP0021,east,foreign light,4.9,105.7
2012-04-01,EnbridgeMainline,KP0021,east,domestic heavy,15.31,114.0
2012-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.03,114.0
2012-04-01,EnbridgeMainline,KP0021,east,foreign light,3.29,114.0
2012-05-01,EnbridgeMainline,KP0021,east,domestic heavy,14.28,114.1
2012-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.63,114.1
2012-05-01,EnbridgeMainline,KP0021,east,foreign light,4.08,114.1
2012-06-01,EnbridgeMainline,KP0021,east,domestic heavy,18.32,112.0
2012-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,46.87,112.0
2012-06-01,EnbridgeMainline,KP0021,east,foreign light,6.17,112.0
2012-07-01,EnbridgeMainline,KP0021,east,domestic heavy,20.55,102.9
2012-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,38.7,102.9
2012-07-01,EnbridgeMainline,KP0021,east,foreign light,3.65,102.9
2012-08-01,EnbridgeMainline,KP0021,east,domestic heavy,20.43,111.2
2012-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,49.54,111.2
2012-08-01,EnbridgeMainline,KP0021,east,foreign light,5.34,111.2
2012-09-01,EnbridgeMainline,KP0021,east,domestic heavy,16.29,108.3
2012-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,50.85,108.3
2012-09-01,EnbridgeMainline,KP0021,east,foreign light,5.53,108.3
2012-10-01,EnbridgeMainline,KP0021,east,domestic heavy,17.26,109.3
2012-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,42.06,109.3
2012-10-01,EnbridgeMainline,KP0021,east,foreign light,5.57,109.3
2012-11-01,EnbridgeMainline,KP0021,east,domestic heavy,19.55,108.3
2012-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,54.56,108.3
2012-11-01,EnbridgeMainline,KP0021,east,foreign light,3.95,108.3
2012-12-01,EnbridgeMainline,KP0021,east,domestic heavy,18.28,111.5
2012-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,55.53,111.5
2012-12-01,EnbridgeMainline,KP0021,east,foreign light,3.47,111.5
2013-01-01,EnbridgeMainline,KP0021,east,domestic heavy,18.48,107.1
2013-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,52.32,107.1
2013-01-01,EnbridgeMainline,KP0021,east,foreign light,0.87,107.1
2013-02-01,EnbridgeMainline,KP0021,east,domestic heavy,14.34,113.8
2013-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,51.83,113.8
2013-02-01,EnbridgeMainline,KP0021,east,foreign light,0.94,113.8
2013-03-01,EnbridgeMainline,KP0021,east,domestic heavy,12.97,98.6
2013-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,53.53,98.6
2013-04-01,EnbridgeMainline,KP0021,east,domestic heavy,17.03,108.3
2013-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,47.23,108.3
2013-04-01,EnbridgeMainline,KP0021,east,foreign light,0.6,108.3
2013-05-01,EnbridgeMainline,KP0021,east,domestic heavy,17.6,118.5
2013-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,56.22,118.5
2013-05-01,EnbridgeMainline,KP0021,east,foreign light,0.97,118.5
2013-06-01,EnbridgeMainline,KP0021,east,domestic heavy,18.8,113.5
2013-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,59.52,113.5
2013-06-01,EnbridgeMainline,KP0021,east,foreign light,1.24,113.5
2013-07-01,EnbridgeMainline,KP0021,east,domestic heavy,15.81,114.5
2013-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,54.43,114.5
2013-08-01,EnbridgeMainline,KP0021,east,domestic heavy,17.41,122.8
2013-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,57.3,122.8
2013-08-01,EnbridgeMainline,KP0021,east,foreign light,0.53,122.8
2013-09-01,EnbridgeMainline,KP0021,east,domestic heavy,20.35,123.7
2013-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,49.0,123.7
2013-09-01,EnbridgeMainline,KP0021,east,foreign light,1.17,123.7
2013-10-01,EnbridgeMainline,KP0021,east,domestic heavy,16.12,125.6
2013-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,53.93,125.6
2013-10-01,EnbridgeMainline,KP0021,east,foreign light,1.24,125.6
2013-11-01,EnbridgeMainline,KP0021,east,domestic heavy,16.21,124.3
2013-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,53.15,124.3
2013-11-01,EnbridgeMainline,KP0021,east,foreign light,0.59,124.3
2013-12-01,EnbridgeMainline,KP0021,east,domestic heavy,19.8,122.4
2013-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,54.55,122.4
2014-01-01,EnbridgeMainline,KP0021,east,domestic heavy,17.6,119.69
2014-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,57.8,119.69
2014-01-01,EnbridgeMainline,KP0021,east,foreign light,0.3,119.69
2014-02-01,EnbridgeMainline,KP0021,east,domestic heavy,19.4,115.89
2014-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,61.9,115.89
2014-02-01,EnbridgeMainline,KP0021,east,foreign light,0.6,115.89
2014-03-01,EnbridgeMainline,KP0021,east,domestic heavy,13.5,120.58
2014-03-01,EnbridgeMainline,KP0021,east,domestic light / ngl,61.4,120.58
2014-03-01,EnbridgeMainline,KP0021,east,foreign light,2.3,120.58
2014-04-01,EnbridgeMainline,KP0021,east,domestic heavy,13.7,119.77
2014-04-01,EnbridgeMainline,KP0021,east,domestic light / ngl,54.1,119.77
2014-04-01,EnbridgeMainline,KP0021,east,foreign light,1.4,119.77
2014-05-01,EnbridgeMainline,KP0021,east,domestic heavy,20.0,122.6
2014-05-01,EnbridgeMainline,KP0021,east,domestic light / ngl,61.9,122.6
2014-05-01,EnbridgeMainline,KP0021,east,foreign light,2.1,122.6
2014-06-01,EnbridgeMainline,KP0021,east,domestic heavy,19.9,147.19
2014-06-01,EnbridgeMainline,KP0021,east,domestic light / ngl,66.9,147.19
2014-06-01,EnbridgeMainline,KP0021,east,foreign light,1.8,147.19
2014-07-01,EnbridgeMainline,KP0021,east,domestic heavy,20.2,127.19
2014-07-01,EnbridgeMainline,KP0021,east,domestic light / ngl,65.6,127.19
2014-07-01,EnbridgeMainline,KP0021,east,foreign light,1.5,127.19
2014-08-01,EnbridgeMainline,KP0021,east,domestic heavy,20.1,130.7
2014-08-01,EnbridgeMainline,KP0021,east,domestic light / ngl,63.5,130.7
2014-08-01,EnbridgeMainline,KP0021,east,foreign light,2.4,130.7
2014-09-01,EnbridgeMainline,KP0021,east,domestic heavy,13.6,137.87
2014-09-01,EnbridgeMainline,KP0021,east,domestic light / ngl,59.9,137.87
2014-09-01,EnbridgeMainline,KP0021,east,foreign light,1.3,137.87
2014-10-01,EnbridgeMainline,KP0021,east,domestic heavy,8.8,161.87
2014-10-01,EnbridgeMainline,KP0021,east,domestic light / ngl,55.8,161.87
2014-10-01,EnbridgeMainline,KP0021,east,foreign light,2.0,161.87
2014-11-01,EnbridgeMainline,KP0021,east,domestic heavy,11.3,163.24
2014-11-01,EnbridgeMainline,KP0021,east,domestic light / ngl,67.9,163.24
2014-11-01,EnbridgeMainline,KP0021,east,foreign light,0.5,163.24
2014-12-01,EnbridgeMainline,KP0021,east,domestic heavy,15.1,168.18
2014-12-01,EnbridgeMainline,KP0021,east,domestic light / ngl,65.7,168.18
2014-12-01,EnbridgeMainline,KP0021,east,foreign light,0.2,168.18
2015-01-01,EnbridgeMainline,KP0021,east,domestic heavy,16.1,165.23
2015-01-01,EnbridgeMainline,KP0021,east,domestic light / ngl,60.5,165.23
2015-01-01,EnbridgeMainline,KP0021,east,foreign light,2.8,165.23
2015-02-01,EnbridgeMainline,KP0021,east,domestic heavy,16.4,166.63
2015-02-01,EnbridgeMainline,KP0021,east,domestic light / ngl,57.8,166.63
2015-02-01,EnbridgeMainline,KP0021,east,foreign light,3.1,166.63
2015-03-01,EnbridgeMainline,KP0021,east,domestic heavy,15.3,156.55
