Date,Pipeline Name,KeyPointID,Available Capacity (1000 m3/d),Original Nominations (1000 m3/d),Accepted Nominations (1000 m3/d),Apportionment Percentage
2014-10-01,Keystone,KP0020,87.87,100.23,,0.12
2014-11-01,Keystone,KP0020,87.51,90.48,,0.03
2014-12-01,Keystone,KP0020,87.16,89.1,,0.02
2015-01-01,Keystone,KP0020,88.35,97.22,,0.09
2015-02-01,Keystone,KP0020,87.64,89.67,,0.02
2015-03-01,Keystone,KP0020,92.22,85.23,,0.0
2015-04-01,Keystone,KP0020,94.57,87.78,,0.0
2015-05-01,Keystone,KP0020,92.86,84.26,,0.0
2015-06-01,Keystone,KP0020,88.8,84.26,,0.0
2015-07-01,Keystone,KP0020,94.51,86.5,,0.0
2015-08-01,Keystone,KP0020,91.24,89.84,,0.0
2015-09-01,Keystone,KP0020,92.28,95.02,,0.03
2015-10-01,Keystone,KP0020,90.34,84.29,,0.0
2015-11-01,Keystone,KP0020,92.14,85.99,,0.0
2015-12-01,Keystone,KP0020,93.07,103.46,,0.1
2016-01-01,Keystone,KP0020,94.13,103.46,,0.09
2016-02-01,Keystone,KP0020,93.67,106.26,,0.12
2016-03-01,Keystone,KP0020,92.28,104.77,,0.12
2016-04-01,Keystone,KP0020,92.95,102.66,,0.09
2016-05-01,Keystone,KP0020,86.86,94.94,,0.09
2016-06-01,Keystone,KP0020,88.18,84.82,,0.0
2016-07-01,Keystone,KP0020,86.3,84.25,,0.0
2016-08-01,Keystone,KP0020,88.33,91.56,,0.04
2016-09-01,Keystone,KP0020,89.74,101.81,,0.12
2016-10-01,Keystone,KP0020,87.77,106.82,,0.18
2016-11-01,Keystone,KP0020,94.23,115.99,,0.19
2016-12-01,Keystone,KP0020,95.12,115.25,,0.17
2017-01-01,Keystone,KP0020,95.61,116.8,,0.18
2017-02-01,Keystone,KP0020,92.33,112.55,,0.18
2017-03-01,Keystone,KP0020,95.48,122.69,,0.22
2017-04-01,Keystone,KP0020,94.93,127.54,,0.26
2017-05-01,Keystone,KP0020,96.65,96.6,,0.0
2017-06-01,Keystone,KP0020,94.68,98.76,,0.04
2017-07-01,Keystone,KP0020,93.8,108.21,,0.13
2017-08-01,Keystone,KP0020,93.14,101.72,,0.08
2017-09-01,Keystone,KP0020,94.43,116.48,,0.19
2017-10-01,Keystone,KP0020,90.01,116.08,,0.22
2017-11-01,Keystone,KP0020,90.62,98.03,,0.08
2017-12-01,Keystone,KP0020,92.61,126.63,,0.27
2018-01-01,Keystone,KP0020,94.25,137.53,,0.31
2018-02-01,Keystone,KP0020,95.01,139.34,,0.32
2018-03-01,Keystone,KP0020,93.72,136.98,,0.32
2018-04-01,Keystone,KP0020,96.09,142.63,,0.33
2018-05-01,Keystone,KP0020,93.8,124.81,,0.25
2018-06-01,Keystone,KP0020,94.82,122.51,,0.23
2018-07-01,Keystone,KP0020,95.05,150.27,,0.37
2018-08-01,Keystone,KP0020,89.73,143.5,,0.37
2018-09-01,Keystone,KP0020,92.85,152.9,,0.39
2018-10-01,Keystone,KP0020,92.03,165.05,,0.44
2018-11-01,Keystone,KP0020,93.1,705.91,,0.87
2018-12-01,Keystone,KP0020,93.72,976.88,,0.9
2019-01-01,Keystone,KP0020,94.6,154.49,,0.39
2019-02-01,Keystone,KP0020,93.33,143.13,,0.35
2019-03-01,Keystone,KP0020,89.25,727.76,,0.88
2019-04-01,Keystone,KP0020,89.97,781.64,,0.88
2019-05-01,Keystone,KP0020,95.68,857.89,,0.89
2019-06-01,Keystone,KP0020,93.8,1109.36,,0.92
2019-07-01,Keystone,KP0020,94.44,599.94,,0.84
2019-08-01,Keystone,KP0020,93.96,297.43,,0.68
2019-09-01,Keystone,KP0020,91.0,286.63,,0.68
2019-10-01,Keystone,KP0020,94.6,275.44,,0.66
2019-11-01,Keystone,KP0020,92.77,474.61,,0.8
2019-12-01,Keystone,KP0020,91.15,897.85,,0.9
2020-01-01,Keystone,KP0020,90.04,1146.93,,0.92
2020-02-01,Keystone,KP0020,93.01,1092.5,,0.91
2020-03-01,Keystone,KP0020,92.85,747.04,,0.88
2020-04-01,Keystone,KP0020,91.42,99.34,,0.08
2020-05-01,Keystone,KP0020,94.33,94.33,,0.0
2020-06-01,Keystone,KP0020,88.87,88.87,,0.0
2020-07-01,Keystone,KP0020,87.7,89.47,,0.02
2020-08-01,Keystone,KP0020,87.98,176.91,,0.5
2020-09-01,Keystone,KP0020,90.94,187.38,,0.51
2020-10-01,Keystone,KP0020,94.56,137.0,,0.31
2020-11-01,Keystone,KP0020,93.43,244.11,,0.62
2020-12-01,Keystone,KP0020,95.03,335.18,,0.72
2021-01-01,Keystone,KP0020,98.22,1166.59,,0.92
2021-02-01,Keystone,KP0020,95.39,343.37,,0.72
2021-03-01,Keystone,KP0020,95.87,434.73,,0.78
2021-04-01,Keystone,KP0020,96.39,270.39,,0.64
2021-05-01,Keystone,KP0020,94.09,262.31,,0.64
2021-06-01,Keystone,KP0020,92.21,280.6,,0.67
2021-07-01,Keystone,KP0020,96.2,606.28,,0.84
2021-08-01,Keystone,KP0020,95.22,263.55,,0.64
2021-09-01,Keystone,KP0020,93.64,259.31,,0.64
2021-10-01,Keystone,KP0020,93.52,248.78,,0.62
2021-11-01,Keystone,KP0020,99.21,266.13,,0.63
2021-12-01,Keystone,KP0020,99.73,753.32,,0.87
2022-01-01,Keystone,KP0020,96.19,489.74,,0.8
2022-02-01,Keystone,KP0020,92.73,204.26,,0.55
2022-03-01,Keystone,KP0020,97.21,255.38,,0.62
2022-04-01,Keystone,KP0020,96.98,253.63,,0.62
2022-05-01,Keystone,KP0020,96.98,206.67,,0.53
2022-06-01,Keystone,KP0020,95.71,110.75,,0.14
2022-07-01,Keystone,KP0020,96.35,289.14,,0.67
2022-08-01,Keystone,KP0020,92.99,304.52,,0.69
2022-09-01,Keystone,KP0020,102.23,212.63,,0.52
2022-10-01,Keystone,KP0020,100.84,212.02,,0.52
2022-11-01,Keystone,KP0020,99.69,205.96,,0.52
2022-12-01,Keystone,KP0020,98.89,582.02,,0.83
2023-01-01,Keystone,KP0020,92.97,273.71,,0.66
2023-02-01,Keystone,KP0020,92.97,355.52,,0.74
2023-03-01,Keystone,KP0020,93.64,211.04,,0.56
2023-04-01,Keystone,KP0020,94.67,259.65,,0.64
2023-05-01,Keystone,KP0020,94.52,290.96,,0.68
2023-06-01,Keystone,KP0020,95.87,168.77,,0.43
2023-07-01,Keystone,KP0020,95.09,115.9,,0.18
2023-08-01,Keystone,KP0020,95.2,114.08,,0.17
2023-09-01,Keystone,KP0020,96.09,458.22,,0.79
2023-10-01,Keystone,KP0020,96.38,4986.43,,0.98
2023-11-01,Keystone,KP0020,97.61,6416.25,,0.98
2023-12-01,Keystone,KP0020,98.91,10176.91,,0.99
2007-01-01,NormanWells,KP0044,5.47,3.7,,0.0
2007-02-01,NormanWells,KP0044,5.47,3.5,,0.0
2007-03-01,NormanWells,KP0044,5.47,3.7,,0.0
2007-04-01,NormanWells,KP0044,5.47,3.5,,0.0
2007-05-01,NormanWells,KP0044,5.47,3.4,,0.0
2007-06-01,NormanWells,KP0044,5.47,3.3,,0.0
2007-07-01,NormanWells,KP0044,5.47,3.5,,0.0
2007-08-01,NormanWells,KP0044,5.47,3.2,,0.0
2007-09-01,NormanWells,KP0044,5.47,3.1,,0.0
2007-10-01,NormanWells,KP0044,5.47,3.3,,0.0
2007-11-01,NormanWells,KP0044,5.47,3.4,,0.0
2007-12-01,NormanWells,KP0044,5.47,3.5,,0.0
2008-01-01,NormanWells,KP0044,5.47,3.3,,0.0
2008-02-01,NormanWells,KP0044,5.47,3.2,,0.0
2008-03-01,NormanWells,KP0044,5.47,3.0,,0.0
2008-04-01,NormanWells,KP0044,5.47,3.2,,0.0
2008-05-01,NormanWells,KP0044,5.47,3.1,,0.0
2008-06-01,NormanWells,KP0044,5.47,3.0,,0.0
2008-07-01,NormanWells,KP0044,5.47,2.9,,0.0
2008-08-01,NormanWells,KP0044,5.47,3.3,,0.0
2008-09-01,NormanWells,KP0044,5.47,3.2,,0.0
2008-10-01,NormanWells,KP0044,5.47,3.2,,0.0
2008-11-01,NormanWells,KP0044,5.47,3.1,,0.0
2008-12-01,NormanWells,KP0044,5.47,3.2,,0.0
2009-01-01,NormanWells,KP0044,5.47,2.9,,0.0
2009-02-01,NormanWells,KP0044,5.47,2.9,,0.0
2009-03-01,NormanWells,KP0044,5.47,3.1,,0.0
2009-04-01,NormanWells,KP0044,5.47,3.1,,0.0
2009-05-01,NormanWells,KP0044,5.47,3.2,,0.0
2009-06-01,NormanWells,KP0044,5.47,3.1,,0.0
2009-07-01,NormanWells,KP0044,5.47,3.0,,0.0
2009-08-01,NormanWells,KP0044,5.47,2.9,,0.0
2009-09-01,NormanWells,KP0044,5.47,2.9,,0.0
2009-10-01,NormanWells,KP0044,5.47,2.8,,0.0
2009-11-01,NormanWells,KP0044,5.47,3.0,,0.0
2009-12-01,NormanWells,KP0044,5.47,3.3,,0.0
2010-01-01,NormanWells,KP0044,5.47,3.2,,0.0
2010-02-01,NormanWells,KP0044,5.47,2.9,,0.0
2010-03-01,NormanWells,KP0044,5.47,3.3,,0.0
2010-04-01,NormanWells,KP0044,5.47,3.1,,0.0
2010-05-01,NormanWells,KP0044,5.47,3.5,,0.0
2010-06-01,NormanWells,KP0044,5.47,3.1,,0.0
2010-07-01,NormanWells,KP0044,5.47,1.3,,0.0
2010-08-01,NormanWells,KP0044,5.47,3.2,,0.0
2010-09-01,NormanWells,KP0044,5.47,3.0,,0.0
2010-10-01,NormanWells,KP0044,5.47,3.5,,0.0
2010-11-01,NormanWells,KP0044,5.47,3.2,,0.0
2010-12-01,NormanWells,KP0044,5.47,3.1,,0.0
2011-01-01,NormanWells,KP0044,5.47,3.1,,0.0
2011-02-01,NormanWells,KP0044,5.47,2.7,,0.0
2011-03-01,NormanWells,KP0044,5.47,2.9,,0.0
2011-04-01,NormanWells,KP0044,5.47,2.9,,0.0
2011-05-01,NormanWells,KP0044,2.95,0.2,,0.0
2011-06-01,NormanWells,KP0044,2.95,0.6,,0.0
2011-07-01,NormanWells,KP0044,2.95,0.8,,0.0
2011-08-01,NormanWells,KP0044,2.95,0.8,,0.0
2011-09-01,NormanWells,KP0044,3.2,3.2,,0.0
2011-10-01,NormanWells,KP0044,3.2,3.2,,0.0
2011-11-01,NormanWells,KP0044,2.95,2.6,,0.0
2011-12-01,NormanWells,KP0044,2.95,2.6,,0.0
2012-01-01,NormanWells,KP0044,2.95,2.5,,0.0
2012-02-01,NormanWells,KP0044,2.95,2.7,,0.0
2012-03-01,NormanWells,KP0044,2.95,2.5,,0.0
2012-04-01,NormanWells,KP0044,3.1,3.1,,0.0
2012-05-01,NormanWells,KP0044,2.74,2.6,,0.0
2012-06-01,NormanWells,KP0044,2.74,2.6,,0.0
2012-07-01,NormanWells,KP0044,2.74,2.3,,0.0
2012-08-01,NormanWells,KP0044,2.63,2.4,,0.0
2012-09-01,NormanWells,KP0044,2.7,2.7,,0.0
2012-10-01,NormanWells,KP0044,2.63,2.5,,0.0
2012-11-01,NormanWells,KP0044,2.7,2.7,,0.0
2012-12-01,NormanWells,KP0044,2.63,2.4,,0.0
2013-01-01,NormanWells,KP0044,2.63,2.6,,0.0
2013-02-01,NormanWells,KP0044,2.63,2.3,,0.0
2013-03-01,NormanWells,KP0044,2.63,2.1,,0.0
2013-04-01,NormanWells,KP0044,2.63,2.6,,0.0
2013-05-01,NormanWells,KP0044,2.63,2.5,,0.0
2013-06-01,NormanWells,KP0044,2.63,2.4,,0.0
2013-07-01,NormanWells,KP0044,2.63,2.4,,0.0
2013-08-01,NormanWells,KP0044,2.63,2.5,,0.0
2013-09-01,NormanWells,KP0044,2.63,1.9,,0.0
2013-10-01,NormanWells,KP0044,2.63,2.1,,0.0
2013-11-01,NormanWells,KP0044,2.63,2.3,,0.0
2013-12-01,NormanWells,KP0044,2.63,2.3,,0.0
2014-01-01,NormanWells,KP0044,2.63,2.4,,0.0
2014-02-01,NormanWells,KP0044,2.63,2.3,,0.0
2014-03-01,NormanWells,KP0044,2.63,2.6,,0.0
2014-04-01,NormanWells,KP0044,2.63,2.5,,0.0
2014-05-01,NormanWells,KP0044,2.63,2.4,,0.0
2014-06-01,NormanWells,KP0044,2.63,2.5,,0.0
2014-07-01,NormanWells,KP0044,2.63,2.3,,0.0
2014-08-01,NormanWells,KP0044,2.63,2.3,,0.0
2014-09-01,NormanWells,KP0044,2.63,2.4,,0.0
2014-10-01,NormanWells,KP0044,2.7,2.7,,0.0
2014-11-01,NormanWells,KP0044,2.63,2.2,,0.0
2014-12-01,NormanWells,KP0044,2.63,2.4,,0.0
2015-01-01,NormanWells,KP0044,2.63,2.1,,0.0
2015-02-01,NormanWells,KP0044,2.63,1.9,,0.0
2015-03-01,NormanWells,KP0044,2.63,2.2,,0.0
2015-04-01,NormanWells,KP0044,2.63,2.0,,0.0
2015-05-01,NormanWells,KP0044,2.63,2.1,,0.0
2015-06-01,NormanWells,KP0044,2.63,2.1,,0.0
2015-07-01,NormanWells,KP0044,2.63,1.1,,0.0
2015-08-01,NormanWells,KP0044,2.63,2.0,,0.0
2015-09-01,NormanWells,KP0044,2.63,2.0,,0.0
2015-10-01,NormanWells,KP0044,2.63,2.2,,0.0
2015-11-01,NormanWells,KP0044,2.63,2.0,,0.0
2015-12-01,NormanWells,KP0044,2.63,2.1,,0.0
2016-01-01,NormanWells,KP0044,2.63,1.8,,0.0
2016-02-01,NormanWells,KP0044,2.63,2.0,,0.0
2016-03-01,NormanWells,KP0044,2.63,2.0,,0.0
2016-04-01,NormanWells,KP0044,2.63,1.9,,0.0
2016-05-01,NormanWells,KP0044,2.63,2.0,,0.0
2016-06-01,NormanWells,KP0044,2.63,1.9,,0.0
2016-07-01,NormanWells,KP0044,2.53,1.9,,0.0
2016-08-01,NormanWells,KP0044,2.53,1.7,,0.0
2016-09-01,NormanWells,KP0044,2.53,1.6,,0.0
2016-10-01,NormanWells,KP0044,2.53,1.9,,0.0
2016-11-01,NormanWells,KP0044,2.53,1.4,,0.0
2016-12-01,NormanWells,KP0044,2.53,0.5,,0.0
2017-01-01,NormanWells,KP0044,2.53,0.2,,0.0
2017-02-01,NormanWells,KP0044,2.53,0.2,,0.0
2017-03-01,NormanWells,KP0044,2.53,0.3,,0.0
2017-04-01,NormanWells,KP0044,2.53,0.3,,0.0
2017-05-01,NormanWells,KP0044,2.53,0.3,,0.0
2017-06-01,NormanWells,KP0044,2.53,0.3,,0.0
2017-07-01,NormanWells,KP0044,2.53,0.32,,0.0
2017-08-01,NormanWells,KP0044,2.53,0.36,,0.0
2017-09-01,NormanWells,KP0044,2.53,0.11,,0.0
2017-10-01,NormanWells,KP0044,2.5,0.13,,0.0
2017-11-01,NormanWells,KP0044,2.5,0.08,,0.0
2017-12-01,NormanWells,KP0044,2.5,0.08,,0.0
2018-01-01,NormanWells,KP0044,2.6,0.1,,0.0
2018-02-01,NormanWells,KP0044,2.6,0.1,,0.0
2018-03-01,NormanWells,KP0044,2.6,0.1,,0.0
2018-04-01,NormanWells,KP0044,2.6,0.05,,0.0
2018-05-01,NormanWells,KP0044,2.6,0.06,,0.0
2018-06-01,NormanWells,KP0044,2.6,0.05,,0.0
2018-07-01,NormanWells,KP0044,2.6,0.5,,0.0
2018-08-01,NormanWells,KP0044,2.6,0.6,,0.0
2018-09-01,NormanWells,KP0044,2.6,0.5,,0.0
2018-10-01,NormanWells,KP0044,2.6,1.31,,0.0
2018-11-01,NormanWells,KP0044,2.6,1.35,,0.0
2018-12-01,NormanWells,KP0044,2.6,1.55,,0.0
2019-01-01,NormanWells,KP0044,2.6,1.3,,0.0
2019-02-01,NormanWells,KP0044,2.6,1.55,,0.0
2019-03-01,NormanWells,KP0044,2.6,1.3,,0.0
2019-04-01,NormanWells,KP0044,2.6,1.48,,0.0
2019-05-01,NormanWells,KP0044,2.6,1.42,,0.0
2019-06-01,NormanWells,KP0044,2.6,1.59,,0.0
2019-07-01,NormanWells,KP0044,2.6,1.5,,0.0
2019-08-01,NormanWells,KP0044,2.6,1.4,,0.0
2019-09-01,NormanWells,KP0044,2.6,1.4,,0.0
2019-10-01,NormanWells,KP0044,2.6,1.2,,0.0
2019-11-01,NormanWells,KP0044,2.6,1.43,,0.0
2019-12-01,NormanWells,KP0044,2.6,1.4,,0.0
2020-01-01,NormanWells,KP0044,2.6,1.75,,0.0
2020-02-01,NormanWells,KP0044,2.6,1.5,,0.0
2020-03-01,NormanWells,KP0044,2.6,1.37,,0.0
2020-04-01,NormanWells,KP0044,2.6,1.2,,0.0
2020-05-01,NormanWells,KP0044,2.6,0.69,,0.0
2020-06-01,NormanWells,KP0044,2.6,1.37,,0.0
2020-07-01,NormanWells,KP0044,2.6,1.21,,0.0
2020-08-01,NormanWells,KP0044,2.6,0.06,,0.0
2020-09-01,NormanWells,KP0044,2.6,0.07,,0.0
2020-10-01,NormanWells,KP0044,2.6,0.98,,0.0
2020-11-01,NormanWells,KP0044,2.6,1.37,,0.0
2020-12-01,NormanWells,KP0044,2.6,1.32,,0.0
2021-01-01,NormanWells,KP0044,2.6,1.1,,0.0
2021-02-01,NormanWells,KP0044,2.6,1.41,,0.0
2021-03-01,NormanWells,KP0044,2.6,1.14,,0.0
2021-04-01,NormanWells,KP0044,2.6,1.24,,0.0
2021-05-01,NormanWells,KP0044,2.6,1.35,,0.0
2021-06-01,NormanWells,KP0044,2.6,1.55,,0.0
2021-07-01,NormanWells,KP0044,2.6,0.6,,0.0
2021-08-01,NormanWells,KP0044,2.6,0.2,,0.0
2021-09-01,NormanWells,KP0044,2.6,1.2,,0.0
2021-10-01,NormanWells,KP0044,2.6,1.55,,0.0
2021-11-01,NormanWells,KP0044,2.6,1.56,,0.0
2021-12-01,NormanWells,KP0044,2.6,1.47,,0.0
2022-01-01,NormanWells,KP0044,2.6,1.24,,0.0
2022-02-01,NormanWells,KP0044,2.6,1.35,,0.0
2022-03-01,NormanWells,KP0044,2.6,1.25,,0.0
2022-04-01,NormanWells,KP0044,2.6,1.57,,0.0
2022-05-01,NormanWells,KP0044,2.6,1.01,,0.0
2022-06-01,NormanWells,KP0044,2.6,1.29,,0.0
2022-07-01,NormanWells,KP0044,2.6,1.4,,0.0
2022-08-01,NormanWells,KP0044,2.6,1.2,,0.0
2022-09-01,NormanWells,KP0044,2.6,1.0,,0.0
2022-10-01,NormanWells,KP0044,2.6,0.91,,0.0
2022-11-01,NormanWells,KP0044,2.6,0.95,,0.0
2022-12-01,NormanWells,KP0044,2.6,0.93,,0.0
2023-01-01,NormanWells,KP0044,2.6,0.98,,0.0
2023-02-01,NormanWells,KP0044,2.6,0.49,,0.0
2023-03-01,NormanWells,KP0044,2.6,0.69,,0.0
2023-04-01,NormanWells,KP0044,2.6,0.73,,0.0
2023-05-01,NormanWells,KP0044,2.6,1.0,,0.0
2023-06-01,NormanWells,KP0044,2.6,0.91,,0.0
2023-07-01,NormanWells,KP0044,2.6,0.93,,0.0
2023-08-01,NormanWells,KP0044,2.6,0.93,,0.0
2023-09-01,NormanWells,KP0044,2.6,0.96,,0.0
2023-10-01,NormanWells,KP0044,2.6,0.93,,0.0
2023-11-01,NormanWells,KP0044,2.6,0.91,,0.0
2023-12-01,NormanWells,KP0044,2.6,0.87,,0.0
2006-01-01,TransMountain,KP0000,35.0,43.0,,0.19
2006-02-01,TransMountain,KP0000,36.0,74.0,,0.52
2006-03-01,TransMountain,KP0000,37.0,106.0,,0.65
2006-04-01,TransMountain,KP0000,35.0,39.0,,0.1
2006-05-01,TransMountain,KP0000,29.0,29.0,,0.0
2006-06-01,TransMountain,KP0000,36.0,37.0,,0.02
2006-07-01,TransMountain,KP0000,37.0,37.0,,0.0
2006-08-01,TransMountain,KP0000,37.0,37.0,,0.0
2006-09-01,TransMountain,KP0000,39.0,49.0,,0.2
2006-10-01,TransMountain,KP0000,35.0,36.0,,0.02
2006-11-01,TransMountain,KP0000,37.0,43.0,,0.14
2006-12-01,TransMountain,KP0000,30.0,46.0,,0.34
2007-01-01,TransMountain,KP0000,36.0,42.0,,0.13
2007-02-01,TransMountain,KP0000,35.0,37.0,,0.05
2007-03-01,TransMountain,KP0000,35.0,35.0,,0.0
2007-04-01,TransMountain,KP0000,40.0,46.0,,0.13
2007-05-01,TransMountain,KP0000,42.0,49.0,,0.16
2007-06-01,TransMountain,KP0000,42.0,67.0,,0.37
2007-07-01,TransMountain,KP0000,42.0,61.0,,0.31
2007-08-01,TransMountain,KP0000,43.0,50.0,,0.15
2007-09-01,TransMountain,KP0000,42.0,60.0,,0.3
2007-10-01,TransMountain,KP0000,39.0,67.0,,0.42
2007-11-01,TransMountain,KP0000,43.0,61.0,,0.29
2007-12-01,TransMountain,KP0000,40.0,76.0,,0.47
2008-01-01,TransMountain,KP0000,40.0,47.0,,0.15
2008-02-01,TransMountain,KP0000,42.0,42.0,,0.0
2008-03-01,TransMountain,KP0000,33.0,33.0,,0.0
2008-04-01,TransMountain,KP0000,40.0,42.0,,0.05
2008-05-01,TransMountain,KP0000,42.0,42.0,,0.0
2008-06-01,TransMountain,KP0000,41.0,41.0,,0.0
2008-07-01,TransMountain,KP0000,38.0,38.0,,0.0
2008-08-01,TransMountain,KP0000,36.0,36.0,,0.0
2008-09-01,TransMountain,KP0000,42.0,58.0,,0.28
2008-10-01,TransMountain,KP0000,40.0,58.0,,0.31
2008-11-01,TransMountain,KP0000,49.0,55.0,,0.1
2008-12-01,TransMountain,KP0000,40.0,40.0,,0.0
2009-01-01,TransMountain,KP0000,28.0,28.0,,0.0
2009-02-01,TransMountain,KP0000,39.0,40.0,,0.05
2009-03-01,TransMountain,KP0000,48.0,52.0,,0.08
2009-04-01,TransMountain,KP0000,36.0,38.0,,0.05
2009-05-01,TransMountain,KP0000,32.0,32.0,,0.0
2009-06-01,TransMountain,KP0000,46.0,50.0,,0.08
2009-07-01,TransMountain,KP0000,50.0,55.0,,0.09
2009-08-01,TransMountain,KP0000,53.0,64.0,,0.17
2009-09-01,TransMountain,KP0000,50.0,58.0,,0.15
2009-10-01,TransMountain,KP0000,47.0,68.0,,0.3
2009-11-01,TransMountain,KP0000,50.0,63.0,,0.21
2009-12-01,TransMountain,KP0000,48.0,48.0,,0.0
2010-01-01,TransMountain,KP0000,46.0,50.0,,0.07
2010-02-01,TransMountain,KP0000,47.0,47.0,,0.0
2010-03-01,TransMountain,KP0000,45.0,50.0,,0.09
2010-04-01,TransMountain,KP0000,44.0,44.0,,0.0
2010-05-01,TransMountain,KP0000,45.0,73.0,,0.38
2010-06-01,TransMountain,KP0000,50.0,68.0,,0.26
2010-07-01,TransMountain,KP0000,50.0,80.0,,0.37
2010-08-01,TransMountain,KP0000,52.0,78.0,,0.33
2010-09-01,TransMountain,KP0000,45.0,92.0,,0.51
2010-10-01,TransMountain,KP0000,49.0,113.0,,0.57
2010-11-01,TransMountain,KP0000,50.0,93.0,,0.46
2010-12-01,TransMountain,KP0000,47.0,84.0,,0.43
2011-01-01,TransMountain,KP0000,46.0,116.0,,0.6
2011-02-01,TransMountain,KP0000,44.0,125.0,,0.65
2011-03-01,TransMountain,KP0000,48.0,126.0,,0.62
2011-04-01,TransMountain,KP0000,49.0,116.0,,0.58
2011-05-01,TransMountain,KP0000,45.0,105.0,,0.58
2011-06-01,TransMountain,KP0000,38.0,124.0,,0.69
2011-07-01,TransMountain,KP0000,41.0,144.0,,0.72
2011-08-01,TransMountain,KP0000,42.0,157.0,,0.73
2011-09-01,TransMountain,KP0000,43.0,163.0,,0.74
2011-10-01,TransMountain,KP0000,45.0,134.0,,0.67
2011-11-01,TransMountain,KP0000,45.0,142.0,,0.68
2011-12-01,TransMountain,KP0000,36.0,145.0,,0.75
2012-01-01,TransMountain,KP0000,41.0,146.0,,0.72
2012-02-01,TransMountain,KP0000,44.0,164.0,,0.73
2012-03-01,TransMountain,KP0000,43.0,140.0,,0.69
2012-04-01,TransMountain,KP0000,47.0,120.0,,0.61
2012-05-01,TransMountain,KP0000,46.0,136.0,,0.66
2012-06-01,TransMountain,KP0000,46.0,141.0,,0.68
2012-07-01,TransMountain,KP0000,45.0,166.0,,0.73
2012-08-01,TransMountain,KP0000,49.0,157.0,,0.69
2012-09-01,TransMountain,KP0000,46.0,138.0,,0.67
2012-10-01,TransMountain,KP0000,42.0,144.0,,0.71
2012-11-01,TransMountain,KP0000,43.0,161.0,,0.73
2012-12-01,TransMountain,KP0000,44.0,147.0,,0.7
2013-01-01,TransMountain,KP0000,45.0,161.0,,0.72
2013-02-01,TransMountain,KP0000,45.0,156.0,,0.71
2013-03-01,TransMountain,KP0000,47.0,139.0,,0.66
2013-04-01,TransMountain,KP0000,47.0,140.0,,0.67
2013-05-01,TransMountain,KP0000,47.0,125.0,,0.62
2013-06-01,TransMountain,KP0000,49.0,131.0,,0.63
2013-07-01,TransMountain,KP0000,33.0,128.0,,0.74
2013-08-01,TransMountain,KP0000,43.0,138.0,,0.69
2013-09-01,TransMountain,KP0000,37.0,143.0,,0.74
2013-10-01,TransMountain,KP0000,38.0,145.0,,0.74
2013-11-01,TransMountain,KP0000,46.0,141.0,,0.67
2013-12-01,TransMountain,KP0000,39.0,138.0,,0.72
2014-01-01,TransMountain,KP0000,40.0,126.0,,0.68
2014-02-01,TransMountain,KP0000,43.0,142.0,,0.7
2014-03-01,TransMountain,KP0000,44.0,142.0,,0.69
2014-04-01,TransMountain,KP0000,46.0,126.0,,0.64
2014-05-01,TransMountain,KP0000,45.0,140.0,,0.68
2014-06-01,TransMountain,KP0000,45.0,145.0,,0.69
2014-07-01,TransMountain,KP0000,45.0,153.0,,0.71
2014-08-01,TransMountain,KP0000,46.0,157.0,,0.71
2014-09-01,TransMountain,KP0000,44.0,138.0,,0.68
2014-10-01,TransMountain,KP0000,46.0,149.0,,0.69
2014-11-01,TransMountain,KP0000,46.0,143.0,,0.68
2014-12-01,TransMountain,KP0000,50.0,150.0,,0.67
2015-01-01,TransMountain,KP0000,43.0,150.0,,0.72
2015-02-01,TransMountain,KP0000,50.0,145.0,,0.66
2015-03-01,TransMountain,KP0000,47.0,124.0,,0.62
2015-04-01,TransMountain,KP0000,51.0,124.0,,0.59
2015-05-01,TransMountain,KP0000,54.0,118.0,,0.54
2015-06-01,TransMountain,KP0000,50.0,64.0,,0.22
2015-07-01,TransMountain,KP0000,50.0,65.0,,0.24
2015-08-01,TransMountain,KP0000,51.0,74.0,,0.31
2015-09-01,TransMountain,KP0000,46.0,72.0,,0.36
2015-10-01,TransMountain,KP0000,51.0,74.0,,0.3
2015-11-01,TransMountain,KP0000,51.0,63.0,,0.19
2015-12-01,TransMountain,KP0000,45.0,54.0,,0.18
2016-01-01,TransMountain,KP0000,49.0,63.0,,0.23
2016-02-01,TransMountain,KP0000,50.0,56.0,,0.11
2016-03-01,TransMountain,KP0000,49.0,54.0,,0.09
2016-04-01,TransMountain,KP0000,51.0,60.0,,0.15
2016-05-01,TransMountain,KP0000,51.0,59.0,,0.13
2016-06-01,TransMountain,KP0000,51.0,62.0,,0.18
2016-07-01,TransMountain,KP0000,53.0,53.0,,0.01
2016-08-01,TransMountain,KP0000,50.0,57.0,,0.12
2016-09-01,TransMountain,KP0000,54.0,66.0,,0.19
2016-10-01,TransMountain,KP0000,45.0,59.0,,0.24
2016-11-01,TransMountain,KP0000,48.0,59.0,,0.18
2016-12-01,TransMountain,KP0000,46.0,58.0,,0.21
2017-01-01,TransMountain,KP0000,48.0,61.0,,0.22
2017-02-01,TransMountain,KP0000,52.0,71.0,,0.27
2017-03-01,TransMountain,KP0000,47.0,63.0,,0.25
2017-04-01,TransMountain,KP0000,49.0,75.0,,0.35
2017-05-01,TransMountain,KP0000,52.0,58.0,,0.11
